stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
40.245921,830116,-111.644786,23504,,,E 900 N,900 N @ 783 E,0,
40.609181,101607,-111.910235,23051,,,S MAIN ST,MAIN ST @ 7829 S,0,
40.783905,TX198005,-111.979989,23050,,,N 3700 W,AIRPORT STATION,0,
40.670508,198006,-111.82449,23052,,,S 2300 E,2300 E @ 4629 S,0,
40.523496,182023,-112.298567,3431,,,S MAIN ST,MAIN ST @ 395 S,0,
40.523187,182024,-112.301381,3432,,,W 400 S,400 S @ 96 W,0,
40.937132,107089,-111.879009,12832,,,N MAIN ST,MAIN ST @ 1440 N,0,
40.935638,107040,-111.878873,12831,,,N MAIN ST,MAIN ST @ 1390 N,0,
40.933354,107032,-111.878853,12830,,,N MAIN ST,MAIN ST @ 1300 N,0,
40.946235,107046,-111.881304,12837,,,N MAIN ST,MAIN ST @ 1970 N,0,
40.943533,107045,-111.880434,12836,,,N MAIN ST,MAIN ST @ 1806 N,0,
40.941977,107044,-111.880049,12835,,,N MAIN ST,MAIN ST @ 1690 N,0,
40.940314,107043,-111.879734,12834,,,N MAIN ST,MAIN ST @ 1590 N,0,
40.610837,153141,-111.892762,15285,,,W CENTER ST,CENTER ST @ 49 W,0,
40.609638,154337,-111.887875,15284,,,E 7800 S,7800 S @ 109 E,0,
40.950604,107048,-111.882912,12839,,,N MAIN ST,MAIN ST @ 2212 N,0,
41.214696,623188,-111.970483,8546,,,S WASHINGTON BLVD,WASHINGTON BLVD @ 2790 S   (OGDEN),0,
40.609625,154334,-111.879657,15281,,,E 7800 S,7800 S @ 385 E,0,
40.609606,154333,-111.878537,15280,,,E 7800 S,7800 S @ 435 E,0,
40.609636,154336,-111.886196,15283,,,E 7800 S,7800 S @ 175 E,0,
40.60964,154335,-111.883201,15282,,,E 7800 S,7800 S @ 225 E,0,
40.550467,501033,-112.298282,23657,,,N MAIN ST,MAIN ST @ 975 N,0,
40.326461,802021,-111.720918,10884,,,W 1600 N,1600 N @ 260 W,0,
40.326319,812192,-111.720571,10885,,,W 1600 N,1600 N @ 1035 W,0,
40.326372,812193,-111.714116,10886,,,W 1600 N,1600 N @ 755 W,0,
40.326413,812194,-111.709896,10887,,,W 1600 N,1600 N @ 525 W,0,
40.326703,812188,-111.698012,10880,,,W 1600 N,1600 N @ 84 W,0,
40.326648,812189,-111.703291,10881,,,W 1600 N,1600 N @ 278 W,0,
40.326642,812190,-111.706761,10882,,,W 1600 N,1600 N @ 460 W,0,
41.132121,301353,-112.064589,22679,,,N 2000 W,2000 W @ 1275 N,0,
41.267455,601200,-112.008758,22676,,,N 1200 W,1200 W @ 410 N,0,
41.265147,601201,-111.969681,22677,,,N WASHINGTON BLVD,WASHINGTON BLVD @ 309 N,0,
41.051582,301349,-111.957771,22674,,,S FORT LANE,FORT LANE @ 575 S,0,
41.214404,601199,-111.977334,22675,,,E 28TH ST,28TH ST @ 155 E,0,
40.326507,812195,-111.702969,10888,,,W 1600 N,1600 N @ 277 W,0,
40.326548,812196,-111.698605,10889,,,W 1600 N,1600 N @ 97 W,0,
40.923231,301154,-111.885488,22018,,,N 400 W,400 W @ 548 N,0,
40.923263,301155,-111.885627,22019,,,N 400 W,400 W @ 549 N,0,
40.938327,301148,-111.885498,22012,,,N 400 W,400 W @ 1485 N,0,
40.941537,301146,-111.885248,22010,,,N 400 W,400 W @ 1678 N,0,
40.941703,301147,-111.885391,22011,,,N 400 W,400 W @ 1689 N,0,
40.930573,301152,-111.885606,22016,,,N 400 W,400 W @ 1125 N,0,
40.930701,301153,-111.885444,22017,,,N 400 W,400 W @ 1126 N,0,
40.933586,301150,-111.885452,22014,,,N 400 W,400 W @ 1298 N,0,
40.933467,301151,-111.885574,22015,,,N 400 W,400 W @ 1297 N,0,
40.675032,138223,-111.819806,13619,,,E 4500 S,4500 S @ 2498 E,0,
40.667444,138089,-111.823221,13614,,,S HOLLADAY BLVD,HOLLADAY BLVD @ 4705 S,0,
40.672494,138104,-111.824461,13616,,,S 2300 E,2300 E @ 4551 S,0,
40.674139,138221,-111.823956,13617,,,E 4500 S,4500 S @ 2322 E,0,
40.661288,155068,-111.819075,13611,,,S HOLLADAY BLVD,HOLLADAY BLVD @ 4963 S,0,
40.664234,155165,-111.819696,13612,,,S HOLLADAY BLVD,HOLLADAY BLVD @ 4833 S,0,
40.665171,138088,-111.820766,13613,,,S HOLLADAY BLVD,HOLLADAY BLVD @ 4797 S,0,
41.213878,622025,-112.006571,11289,,,S PENNSYLVANIA AVE,PENNSYLVANIA AVE @ 2845 S,0,
41.217124,622024,-112.006671,11288,,,S PENNSYLVANIA AVE,PENNSYLVANIA AVE @ 2727 S,0,
41.223141,622014,-111.995726,11285,,,W 24TH ST,24TH ST @ 684 W,0,
40.688595,135010,-111.958117,16069,,,S CONSTITUTION BLVD,CONSTITUTION BLVD @ 3830 S,0,
41.218659,622023,-112.006051,11287,,,S PENNSYLVANIA AVE,PENNSYLVANIA AVE @ 2665 S,0,
41.219471,622022,-112.008094,11286,,,W 2550 S,2550 S @ 1213 W,0,
40.773581,115036,-112.008193,17627,,,W WILEY POST WAY,WILEY POST WAY @ 4910 W,0,
40.773573,115018,-112.006965,17626,,,W WILEY POST WAY,WILEY POST WAY @ 4860 W,0,
40.773791,115045,-112.014973,17629,,,W WILEY POST WAY,WILEY POST WAY @ 5184 W,0,
40.773561,115019,-112.012535,17628,,,W WILEY POST WAY,WILEY POST WAY @ 5070 W,0,
40.684193,138116,-111.815058,13531,,,S 2700 E,2700 E @ 4030 S,0,
40.699978,138154,-111.807231,13530,,,E 3300 S,3300 S @ 3045 E,0,
40.679805,138297,-111.815078,13533,,,S 2700 E,2700 E @ 4220 S,0,
40.682309,138117,-111.815067,13532,,,S 2700 E,2700 E @ 4114 S,0,
40.675613,138299,-111.815115,13535,,,S 2700 E,2700 E @ 4406 S,0,
40.677163,138298,-111.815094,13534,,,S 2700 E,2700 E @ 4344 S,0,
40.675427,138252,-111.818008,13537,,,E 4500 S,4500 S @ 2575 E,0,
40.675398,138251,-111.815664,13536,,,E 4500 S,4500 S @ 2685 E,0,
40.675016,138254,-111.821143,13539,,,E 4500 S,4500 S @ 2411 E,0,
41.248384,616167,-111.954269,11756,,,E 9TH ST,9TH ST @ 955 E,0,
41.258987,616162,-111.948356,11753,,,E 2ND ST,2ND ST @ 1180 E,0,
41.194734,623223,-111.944863,11759,,,E EDVALSON ST,EDVALSON ST @ 1349 E,0,
40.733231,124058,-111.944341,16392,,,W 1700 S,1700 S @ 1896 W,0,
40.733231,124059,-111.946865,16393,,,W 1700 S,1700 S @ 1970 W,0,
40.730529,125172,-111.938859,16390,,,S REDWOOD RD,REDWOOD RD @ 1801 S,0,
40.733231,124057,-111.942452,16391,,,W 1700 S,1700 S @ 1816 W,0,
40.732651,124065,-111.958131,16399,,,S PIONEER RD,PIONEER RD @ 1710 S,0,
41.094263,633132,-112.022291,20731,,,S 13TH ST,13TH ST @ 1380 S,0,
41.088986,633150,-112.016862,20730,,,E ANTELOPE DR,ANTELOPE DR @ 421 E   (CLEARFIELD),0,
41.243367,623420,-111.953293,20793,,,S MONROE BLVD,MONROE BLVD @ 1220 S,0,
40.700015,137300,-111.851345,13288,,,E 3300 S,3300 S @ 1385 E,0,
40.700009,137299,-111.846364,13287,,,E 3300 S,3300 S @ 1585 E,0,
40.637526,101471,-111.834122,21930,,,S HIGHLAND BLVD,HIGHLAND BLVD @ 6271 S,0,
40.710784,101473,-111.993858,21931,,,W LAKE PARK BLVD,LAKE PARK BLVD @ 4255 W,0,
40.665834,137172,-111.841189,21280,,,E MURRAY HOLLADAY RD,MURRAY HOLLADAY RD @ 1780 E,0,
40.735601,101468,-111.899843,21934,,,S 300 W,300 W @ 1560 S,0,
40.703808,101472,-112.110138,21935,,,W 3100 S,3100 S @ 9196 W,0,
40.710966,101474,-111.993806,21936,,,W LAKE PARK BLVD,LAKE PARK BLVD @ 4256 W,0,
40.494179,101475,-111.861762,21937,,,E VESTRY RD,VESTRY RD @ 1038 E,0,
40.494185,101476,-111.862056,21938,,,E VESTRY RD,VESTRY RD @ 1035 E,0,
40.319659,813048,-111.680741,21288,,,N RESEARCH WAY,RESEARCH WAY @ 1224 N,0,
40.240802,817254,-111.667323,10390,,,N 500 W,500 W @ 508 N,0,
40.245064,817256,-111.667301,10393,,,N 500 W,500 W @ 852 N,0,
40.246757,817257,-111.667317,10394,,,N 500 W,500 W @ 988 N,0,
40.248628,817258,-111.667296,10395,,,N 500 W,500 W @ 1078 N,0,
40.253929,817260,-111.669909,10396,,,N STATE ST,STATE ST @ 1460 N,0,
40.256915,817371,-111.672676,10398,,,N STATE ST,STATE ST @ 1730 N,0,
40.259491,817262,-111.675071,10399,,,N STATE ST,STATE ST @ 1870 N,0,
40.674859,135282,-111.943134,16936,,,W BRUIN BLVD,BRUIN BLVD @ 1904 W,0,
40.675257,135283,-111.946335,16937,,,W BRUIN BLVD,BRUIN BLVD @ 2090 W,0,
40.667982,136029,-111.934698,16934,,,W 4700 S,4700 S @ 1528 W,0,
40.671175,136037,-111.925667,16932,,,W 4700 S,4700 S @ 1176 W,0,
40.669962,136028,-111.928874,16933,,,W 4700 S,4700 S @ 1302 W,0,
40.670842,136020,-111.921492,16930,,,W ATHERTON DR,ATHERTON DR @ 1020 W,0,
40.662901,155001,-111.819256,13546,,,S HOLLADAY BLVD,HOLLADAY BLVD @ 4884 S,0,
40.667726,135288,-111.955677,16938,,,W 4700 S,4700 S @ 2570 W,0,
40.667686,135211,-111.974517,16939,,,W 4700 S,4700 S @ 3460 W,0,
40.867965,111053,-111.897471,12226,,,S WILDCAT LN,WILDCAT LN @ 2225 S,0,
40.865096,111054,-111.898838,12227,,,S WILDCAT LN,WILDCAT LN @ 2502 S,0,
40.865191,112062,-111.859091,12224,,,E 2200 S,2200 S @ 1095 E,0,
40.866591,112064,-111.859819,12225,,,S ELAINE AVE,ELAINE AVE @ 2095 S,0,
40.867199,112060,-111.856959,12222,,,E DEBORAH DR,DEBORAH DR @ 1153 E,0,
40.865768,112061,-111.858003,12223,,,S 1125 E,1125 E @ 2184 S,0,
40.867535,112058,-111.853158,12220,,,E 2050 S,2050 S @ 1285 E,0,
40.867539,112059,-111.855173,12221,,,E 2050 S,2050 S @ 1215 E,0,
40.861957,111085,-111.899553,12228,,,S WILDCAT LN,WILDCAT LN @ 2575 S,0,
40.862215,112097,-111.892167,12229,,,S 500 W,500 W @ 2554 S,0,
40.589017,S177006,-111.642801,18327,,,E PERUVIAN UP,PERUVIAN UP @ 7 E,0,
40.661685,151055,-111.996503,16090,,,S 4420 W,4420 W @ 4940 S,0,
40.725363,126337,-111.843268,15874,,,E 2100 S,2100 S @ 1690 E,0,
40.72544,126338,-111.839725,15875,,,E 2100 S,2100 S @ 1772 E,0,
40.725735,126335,-111.846968,15872,,,E 2100 S,2100 S @ 1510 E,0,
40.725679,126336,-111.84529,15873,,,E 2100 S,2100 S @ 1610 E,0,
40.725738,126334,-111.851272,15871,,,E 2100 S,2100 S @ 1396 E,0,
40.240738,817091,-111.658514,10574,,,N UNIVERSITY AVE,UNIVERSITY AVE @ 510 N,0,
40.243618,817307,-111.658492,10575,,,N UNIVERSITY AVE,UNIVERSITY AVE @ 716 N,0,
40.246963,817369,-111.658841,10570,,,N UNIVERSITY AVE,UNIVERSITY AVE @ 1021 N,0,
40.242568,830059,-111.658841,10571,,,N UNIVERSITY AVE,UNIVERSITY AVE @ 691 N,0,
40.273396,816047,-111.698401,10572,,,W UNIVERSITY PKWY,UNIVERSITY PKWY @ 145 W,0,
40.600582,101172,-111.796715,21424,,,S WASATCH BLVD,WASATCH BLVD @ 8295 S,0,
40.637692,101169,-112.005721,21422,,,S COUGAR LN,COUGAR LN @ 6226 S,0,
40.431919,801022,-111.811242,21420,,,W 11000 N,11000 N @ 6350 W,0,
40.712241,135185,-112.001395,18939,,,W LAKE PARK BLVD,LAKE PARK BLVD @ 4647 W,0,
40.657616,155004,-111.818567,13549,,,S HOLLADAY BLVD,HOLLADAY BLVD @ 5146 S,0,
40.983555,301313,-111.911459,22481,,,N PARK LN,PARK LN @ 189 N,0,
40.982181,301312,-111.909843,22480,,,W 100 N,100 N @ 1051 W,0,
40.673866,138081,-111.824613,1760,,,S 2300 E,2300 E @ 4510 S,0,
41.247339,623315,-111.978015,11191,,,S WALL AVE,WALL AVE @ 934 S,0,
40.296797,813003,-111.672629,18647,,,E CENTER ST,CENTER ST @ 960 E,0,
40.289921,817004,-111.676195,18644,,,S 800 E,800 E @ 385 S,0,
41.197287,636174,-111.971179,24551,,,WASHINGTON BLVD,WASHINGTON BLVD @ 3627,0,
40.292695,817005,-111.676261,18645,,,S 800 E,800 E @ 225 S,0,
40.236044,830230,-111.667399,24557,,,N 500 W,500 W 180 N,0,
40.26841,830232,-111.657376,24559,,,N UNIVERSITY AVE,2653 N UNIVERSITY AVE,0,
40.268278,830231,-111.657145,24558,,,N UNIVERSITY AVE,2644 N UNIVERSITY AVE,0,
40.578001,S174036,-111.804556,18315,,,E LITTLE COTTONWOOD RD,LITTLE COTTONWOOD RD @ 3169 E,0,
40.749459,126228,-111.859452,14479,,,S 1100 E,1100 E @ 909 S,0,
40.747572,126417,-111.859466,14478,,,S 1100 E,1100 E @ 991 S,0,
40.670967,134023,-112.005765,16380,,,S 4800 W,4800 W @ 4570 S,0,
40.734177,126426,-111.859557,14471,,,S 1100 E,1100 E @ 1621 S,0,
40.680818,137222,-111.842986,14470,,,S HIGHLAND DR,HIGHLAND DR @ 4175 S,0,
40.737981,126428,-111.859523,14473,,,S 1100 E,1100 E @ 1457 S,0,
40.73607,126427,-111.859581,14472,,,S 1100 E,1100 E @ 1545 S,0,
40.742196,126414,-111.859524,14475,,,S 1100 E,1100 E @ 1229 S,0,
40.739737,126429,-111.859539,14474,,,S 1100 E,1100 E @ 1371 S,0,
40.745638,126416,-111.85949,14477,,,S 1100 E,1100 E @ 1081 S,0,
40.743657,126415,-111.859515,14476,,,S 1100 E,1100 E @ 1157 S,0,
41.210109,623099,-111.942916,8716,,,S POLK AVE,POLK AVE @ 2990 S   (OGDEN),0,
40.576789,S174055,-111.817783,18319,,,E LITTLE COTTONWOOD RD,LITTLE COTTONWOOD RD @ 2593 E,0,
41.083793,101003,-111.973621,13841,,,N HILL FIELD RD,HILL FIELD RD @ 1655 N,0,
41.087382,101001,-111.973612,13840,,,N HILL FIELD RD,HILL FIELD RD @ 1891 N,0,
40.897436,109095,-111.863148,13842,,,N 900 E,900 E @ 761 N,0,
40.980577,107065,-111.892379,13849,,,W STATE ST,STATE ST @ 220 W,0,
40.980584,107064,-111.890029,13848,,,W STATE ST,STATE ST @ 108 W,0,
41.197658,629202,-111.952757,11762,,,E 36TH ST,36TH ST @ 1056 E,0,
41.197657,629203,-111.956833,11763,,,E 36TH ST,36TH ST @ 910 E,0,
40.77288,198086,-111.878829,23266,,,E 3RD AVE,3RD AVE @ 361 E,0,
41.201305,623214,-111.948841,11569,,,S HARRISON BLVD,HARRISON BLVD @ 3415 S,0,
40.771656,198084,-111.880739,23264,,,E 2ND AVE,2ND AVE @ 290 E,0,
40.771651,198085,-111.879267,23265,,,E 2ND AVE,2ND AVE @ 340 E,0,
40.771658,198082,-111.886665,23262,,,E 2ND AVE,2ND AVE @ 124 E,0,
40.771652,198083,-111.883757,23263,,,E 2ND AVE,2ND AVE @ 190 E,0,
41.218444,623206,-111.948438,11561,,,S HARRISON BLVD,HARRISON BLVD @ 2581 S    (OGDEN),0,
41.216367,623207,-111.948479,11562,,,S HARRISON BLVD,HARRISON BLVD @ 2689 S,0,
41.213768,623208,-111.948526,11563,,,S HARRISON BLVD,HARRISON BLVD @ 2815 S,0,
41.211693,623209,-111.948572,11564,,,S HARRISON BLVD,HARRISON BLVD @ 2903 S    (OGDEN),0,
41.205352,623212,-111.948729,11567,,,S HARRISON BLVD,HARRISON BLVD @ 3225 S,0,
40.301354,813031,-111.685969,20743,,,N 400 E,400 E @ 224 N,0,
40.884367,301281,-111.865375,22249,,,E 500 S,500 S @ 779 E,0,
40.884358,301280,-111.862358,22248,,,E 500 S,500 S @ 925 E,0,
40.883192,301279,-111.859991,22247,,,S DAVIS BLVD,DAVIS BLVD @ 592 S,0,
40.880339,301278,-111.861661,22246,,,S DAVIS BLVD,DAVIS BLVD @ 834 S,0,
40.880316,301277,-111.861502,22245,,,S DAVIS BLVD,DAVIS BLVD @ 833 S,0,
40.883166,301276,-111.859838,22244,,,S DAVIS BLVD,DAVIS BLVD @ 591 S,0,
40.858691,301275,-111.930012,22243,,,N REDWOOD RD,REDWOOD RD @ 995 N,0,
40.859941,301274,-111.938161,22242,,,N FOX HOLLOW DR,FOX HOLLOW DR @ 1027 N,0,
40.859915,301273,-111.938015,22241,,,N FOX HOLLOW DR,FOX HOLLOW DR @ 1024 N,0,
40.856254,301272,-111.938582,22240,,,N FOX HOLLOW DR,FOX HOLLOW DR @ 776 N,0,
41.462334,605055,-112.035592,12039,,,S US HWY 89,US HWY 89 @ 2625 S,0,
41.447731,605054,-112.037607,12032,,,S US HWY 89,US HWY 89 @ 3425 S,0,
41.427401,636012,-112.035514,12031,,,N US HWY 89,US HWY 89 @ 1050 N,0,
41.422581,636011,-112.035678,12030,,,N US HWY 89,US HWY 89 @ 760 N,0,
41.353498,608008,-112.035635,12037,,,S US HWY 89,US HWY 89 @ 8615 S,0,
41.351361,610050,-112.035316,12036,,,S US HWY 89,US HWY 89 @ 8705 S,0,
40.733561,101353,-111.879337,21639,,,E 1700 S,1700 S @ 405 E,0,
40.733447,101352,-111.879994,21638,,,E 1700 S,1700 S @ 380 E,0,
40.702955,101356,-111.939118,21632,,,S REDWOOD RD,REDWOOD RD @ 3140 S,0,
40.734099,101351,-111.836433,21637,,,S 1900 E,1900 E @ 1619 S,0,
41.225279,601052,-111.967659,21636,,,S ADAMS AVENUE,ADAMS AVENUE @ 2241 S    (OGDEN),0,
41.225133,601051,-111.967467,21635,,,S ADAMS AVENUE,ADAMS AVENUE @ 2240 S   (OGDEN),0,
40.161027,823063,-111.610074,3689,,,E 400 S,400 S @ 20 E,0,
41.128951,301395,-112.022388,23834,,,W CONNECTICUT DR,CONNECTICUT DR @ 1286 W,0,
40.315308,830027,-111.676817,23340,,,N 800 E,800 E @ 985 N,0,
40.784282,198107,-111.98047,23342,,,N TERMINAL DR,TERMINAL DR @ 714 N,0,
40.544348,101833,-111.918438,22812,,,W 11400 S,11400 S @ 930 W,0,
40.546241,101831,-111.898809,22810,,,S JORDAN GATEWAY,JORDAN GATEWAY @ 11328 S,0,
40.540874,101838,-111.976866,22817,,,S 3600 W,3600 W @ 11576 S,0,
41.090395,633087,-112.002129,5053,,,N MAIN ST,MAIN ST @ 2030 N   (LAYTON),0,
40.317058,830031,-111.724517,23348,,,N 1200 W,1200 W @ 1086 N,0,
40.244727,817027,-111.682072,10760,,,W 820 N,820 N @ 1352 W,0,
40.767291,198061,-111.892753,23241,,,W 100 S,100 S @ 56 W,0,
40.687023,101684,-111.830834,22520,,,E 3900 S,3900 S @ 2108 E,0,
40.253521,817031,-111.685714,10767,,,W 1460 N,1460 N @ 1510 W,0,
40.253524,816019,-111.690692,10769,,,W 1460 N,1460 N @ 1870 W,0,
40.687013,101685,-111.826641,22521,,,E 3900 S,3900 S @ 2230 E,0,
40.578521,S177014,-111.667981,21294,,,E LITTLE COTTONWOOD CANYON,LITTLE COTTONWOOD CANYON @ 9105 E,0,
40.559097,172046,-111.910541,18893,,,W SOUTH JORDAN PKWY,SOUTH JORDAN PKWY @ 692 W,0,
40.611017,153144,-111.896844,14867,,,W CENTER ST,CENTER ST @ 178 W,0,
40.760886,125222,-111.927107,14640,,,S CONCORD ST,CONCORD ST @ 398 S,0,
40.620435,152044,-111.982345,18890,,,S JORDAN LANDING BLVD,JORDAN LANDING BLVD @ 7181 S,0,
40.755037,125228,-111.934017,14646,,,W ARAPAHOE AVE,ARAPAHOE AVE @ 1524 W,0,
40.762167,125104,-111.934354,18896,,,S CHEYENNE ST,CHEYENNE ST @ 330 S,0,
40.562369,172063,-111.930259,18895,,,W SOUTH JORDAN PKWY,SOUTH JORDAN PKWY @ 1360 W,0,
40.560743,172052,-111.920952,18894,,,W SOUTH JORDAN PKWY,SOUTH JORDAN PKWY @ 1068 W,0,
40.755219,125113,-111.934321,18899,,,S CHEYENNE ST,CHEYENNE ST @ 656 S,0,
40.756759,125112,-111.934323,18898,,,S CHEYENNE ST,CHEYENNE ST @ 598 S,0,
40.611023,153146,-111.902601,14869,,,W CENTER ST,CENTER ST @ 423 W,0,
40.707923,135188,-111.958112,19090,,,S CONSTITUTION BLVD,CONSTITUTION BLVD @ 2880 S,0,
40.578751,BB174085,-111.832724,18768,,,E 9400 S,9400 S @ 2000 E,0,
40.325778,812047,-111.724978,18765,,,N 1200 W,1200 W @ 1575 N,0,
